Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,1,01:00,UTC,,990.8,92,,,-4.1,,50000,170.8,7.3,5.1
2017,1,1,02:00,UTC,,991.6,92,,,-3.7,,50000,164.6,6,4.1
2017,1,1,03:00,UTC,,992.3,90,,,-5,,50000,168.2,6.1,3.7
2017,1,1,04:00,UTC,,992.7,92,,,-5.6,,50000,170.3,3.4,2
2017,1,1,05:00,UTC,,993.2,93,,,-6.6,,50000,159.5,2.6,1.6
2017,1,1,06:00,UTC,,993.5,94,,,-7.8,,50000,149.7,3,2.7
2017,1,1,07:00,UTC,,994.5,94,,,-7,,50000,168.7,3.2,2.2
2017,1,1,08:00,UTC,,995,94,,,-8,,50000,162.6,1.9,1
2017,1,1,09:00,UTC,,995.3,95,,,-8,,50000,155.4,3.3,2.3
2017,1,1,10:00,UTC,,996,93,,,-8,,50000,4.1,1.8,0.9
2017,1,1,11:00,UTC,,996.4,93,,,-8,,50000,159,1.9,1.5
2017,1,1,12:00,UTC,,996.6,93,,,-8.5,,50000,48.4,1.2,0.8
2017,1,1,13:00,UTC,,997.3,94,,,-8.7,,50000,132.7,2.3,0.6
2017,1,1,14:00,UTC,,997.6,93,,,-10.1,,50000,160.5,1,0.8
2017,1,1,15:00,UTC,,998.2,92,,,-9.9,,50000,165.7,1.4,0.6
2017,1,1,16:00,UTC,,998.7,92,,,-9,,24138,16.5,0.9,0.7
2017,1,1,17:00,UTC,,999,92,,,-7.7,,19582,78.7,0.8,0.5
2017,1,1,18:00,UTC,,999.3,92,,,-7.2,,50000,75.6,0.7,0.2
2017,1,1,19:00,UTC,,1000,93,,,-7.5,,44114,36,2.4,1.6
2017,1,1,20:00,UTC,,1000.5,94,,,-8,,50000,43.7,1.6,1
2017,1,1,21:00,UTC,,1001.1,93,,,-8.3,,50000,46.3,1.7,0.6
2017,1,1,22:00,UTC,,1001.2,93,,,-8.5,,50000,34.5,2.3,1.4
2017,1,1,23:00,UTC,,1001.5,89,,,-8.3,,50000,45.8,4.8,3.2
2017,1,2,00:00,UTC,,1001.5,88,,,-8.6,,50000,48.4,5.5,3.5
2017,1,2,01:00,UTC,,1001.8,88,,,-8.8,,50000,41.7,4.4,3.1
2017,1,2,02:00,UTC,,1002.2,86,,,-8.7,,50000,37,3.1,2
2017,1,2,03:00,UTC,,1002,86,,,-8.4,,50000,45.3,4.6,3.2
2017,1,2,04:00,UTC,,1002.6,87,,,-8.7,,50000,37,4.2,2.5
2017,1,2,05:00,UTC,,1002.8,88,,,-9.1,,50000,27.3,2.4,1.2
2017,1,2,06:00,UTC,,1003,87,,,-8.3,,50000,31.9,4.2,2.6
