Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2019,1,1,01:00,UTC,,982.6,98,,,0.4,,4143,98.8,8,4.9
2019,1,1,02:00,UTC,,981.7,98,,,0.7,,8554,104.9,9.1,5.4
2019,1,1,03:00,UTC,,981,98,,,1.2,,50000,111.1,7.7,5.1
2019,1,1,04:00,UTC,,980.5,97,,,1.5,,21891,114.7,7.6,4.9
2019,1,1,05:00,UTC,,980.4,97,,,1.5,,50000,113.7,9.6,5.8
2019,1,1,06:00,UTC,,980.3,98,,,1.4,,8620,109.1,8,4.6
2019,1,1,07:00,UTC,,980.6,99,,,1,,10507,107,4.8,3.1
2019,1,1,08:00,UTC,,980.5,99,,,0.8,,3779,106.5,4.4,2.9
2019,1,1,09:00,UTC,,980.8,100,,,0.8,,2227,104.4,4,2.8
2019,1,1,10:00,UTC,,981.1,100,,,0.8,,2686,99.3,3.3,2
2019,1,1,11:00,UTC,,981.3,100,,,0.5,,1113,146.6,0.9,0.6
2019,1,1,12:00,UTC,,981.8,100,,,0.6,,1457,177,1.3,0.7
2019,1,1,13:00,UTC,,982.9,100,,,0.4,,6665,4.6,6.9,4.2
2019,1,1,14:00,UTC,,984.1,100,,,-0.4,,7783,1,8.7,5.7
2019,1,1,15:00,UTC,,985.8,93,,,-2,,41167,8.2,11.7,8.5
2019,1,1,16:00,UTC,,987.8,93,,,-3.1,,12610,8.2,13.8,9.1
2019,1,1,17:00,UTC,,990.2,90,,,-3.9,,16401,9.8,14.9,9.9
2019,1,1,18:00,UTC,,992.5,85,,,-3.7,,14245,10.8,16.9,9.4
2019,1,1,19:00,UTC,,994.4,85,,,-3,,11462,9.8,15.2,9.5
2019,1,1,20:00,UTC,,997.2,75,,,-2.4,,50000,6.7,15.9,8.8
2019,1,1,21:00,UTC,,999.4,68,,,-2.9,,50000,5.7,16.9,10.1
2019,1,1,22:00,UTC,,1001.5,70,,,-3.9,,50000,185.2,13.8,8.2
2019,1,1,23:00,UTC,,1002.9,75,,,-5,,50000,185.2,13.1,7.2
2019,1,2,00:00,UTC,,1004.5,77,,,-5.5,,50000,184.2,11,6.8
2019,1,2,01:00,UTC,,1005.8,76,,,-6.1,,50000,181.1,10.3,6.4
2019,1,2,02:00,UTC,,1007.1,75,,,-6.5,,50000,180.1,8.7,6
2019,1,2,03:00,UTC,,1008.1,76,,,-7.4,,50000,177,8.9,5.9
2019,1,2,04:00,UTC,,1009.4,75,,,-7.9,,50000,181.6,8.4,4.9
2019,1,2,05:00,UTC,,1010.4,75,,,-8.1,,50000,180.6,6.8,4.2
2019,1,2,06:00,UTC,,1011.6,81,,,-9.3,,50000,174.9,6.3,4.3
2019,1,2,07:00,UTC,,1012.7,83,,,-9.7,,50000,180.6,5.2,3.4
2019,1,2,08:00,UTC,,1013.3,82,,,-9.8,,50000,172.3,6.3,4.3
2019,1,2,09:00,UTC,,1013.9,84,,,-10.6,,50000,175.9,5.8,3.3
2019,1,2,10:00,UTC,,1014.2,83,,,-10.9,,50000,175.4,5.3,3.2
2019,1,2,11:00,UTC,,1014.6,84,,,-10.9,,50000,170.3,5.7,3.7
2019,1,2,12:00,UTC,,1015.1,85,,,-11.5,,50000,175.9,4.1,2.7
2019,1,2,13:00,UTC,,1015.8,85,,,-11.7,,50000,179,3.3,2.2
2019,1,2,14:00,UTC,,1016.3,82,,,-10.9,,50000,182.6,5,3.2
2019,1,2,15:00,UTC,,1017.1,87,,,-12.5,,50000,177,4.1,2.7
2019,1,2,16:00,UTC,,1017.7,87,,,-13.1,,50000,179.5,3.5,2.2
2019,1,2,17:00,UTC,,1018.3,87,,,-13.2,,50000,177.5,3.9,2.5
2019,1,2,18:00,UTC,,1019.2,87,,,-13.3,,50000,176.5,3.9,2.6
2019,1,2,19:00,UTC,,1019.8,85,,,-12.8,,50000,180.6,5.2,3.3
2019,1,2,20:00,UTC,,1020.8,86,,,-13.1,,50000,183.7,3.4,2.2
2019,1,2,21:00,UTC,,1021.3,85,,,-13.3,,50000,180.6,4.2,2.6
2019,1,2,22:00,UTC,,1021.8,87,,,-13.8,,50000,182.1,3.3,2.3
2019,1,2,23:00,UTC,,1022.9,88,,,-13.9,,50000,167.7,4.3,2.6
2019,1,3,00:00,UTC,,1023.5,88,,,-14.9,,50000,171.3,2.8,1.5
2019,1,3,01:00,UTC,,1024.1,90,,,-15,,50000,165.1,1.8,1
2019,1,3,02:00,UTC,,1024.9,89,,,-16.8,,50000,162,3.8,3
2019,1,3,03:00,UTC,,1024.9,91,,,-16.5,,50000,138.9,1.6,1.3
2019,1,3,04:00,UTC,,1025.4,91,,,-16.9,,50000,161.5,1.8,1.3
2019,1,3,05:00,UTC,,1025.8,88,,,-18.9,,15176,157.4,1.6,1.3
2019,1,3,06:00,UTC,,1025.6,87,,,-19.6,,50000,169.3,0.8,0.4
2019,1,3,07:00,UTC,,1025.9,87,,,-19.3,,11438,88,1.5,1.1
2019,1,3,08:00,UTC,,1025.8,86,,,-19.5,,18735,73.6,1.6,1.2
2019,1,3,09:00,UTC,,1025.2,86,,,-18.2,,50000,85.4,2.4,1.7
2019,1,3,10:00,UTC,,1024.3,84,,,-20,,50000,70.5,3.4,2.9
2019,1,3,11:00,UTC,,1023.4,85,,,-19.8,,50000,65.3,3.1,2.5
2019,1,3,12:00,UTC,,1021.8,87,,,-16.7,,50000,76.7,4.6,3.8
2019,1,3,13:00,UTC,,1020.5,87,,,-15.3,,50000,77.7,5.4,4.2
