Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,1,01:00,UTC,0,998.4,93,0,0,2.3,1.4,17290,255,4.9,3.1
2017,1,1,02:00,UTC,0,998.1,94,0,0,1.7,0.8,18810,232,5.1,3.8
2017,1,1,03:00,UTC,7,997.9,93,0,0,1.6,0.5,23800,234,5.3,3.5
2017,1,1,04:00,UTC,3,997.7,93,0,0,1.3,0.2,25670,254,5,3.3
2017,1,1,05:00,UTC,1,997.6,92,0,0,1,-0.1,29590,244,5.1,3.9
2017,1,1,06:00,UTC,7,997.7,92,0,0,1.3,0.2,29440,242,5.3,3.6
2017,1,1,07:00,UTC,7,997.3,94,0,0,0.8,-0.1,27390,240,5.4,3.3
2017,1,1,08:00,UTC,7,997.3,94,0,0,0.7,-0.2,27960,244,3.1,2.1
2017,1,1,09:00,UTC,7,997.5,93,0,0,0.8,-0.2,28420,236,4,2.6
2017,1,1,10:00,UTC,7,997.3,94,0,0,0.8,-0.1,21890,263,4.7,2.9
2017,1,1,11:00,UTC,7,997.2,91,0,0,1,-0.3,33220,293,4.2,2.6
2017,1,1,12:00,UTC,3,997.2,92,0,0,0.3,-0.9,36440,288,3.9,2.7
2017,1,1,13:00,UTC,0,997.3,95,0,0,-0.9,-1.6,28890,271,2.8,2.2
2017,1,1,14:00,UTC,3,997.4,96,0,0,-1,-1.5,31220,267,3.3,2.5
2017,1,1,15:00,UTC,7,997.5,95,0,0,-0.3,-1,38930,315,4,2.3
2017,1,1,16:00,UTC,5,997.9,96,0,0,-1.5,-2,18920,295,4.3,2.8
2017,1,1,17:00,UTC,7,998.4,94,0,0,-0.5,-1.3,14610,329,6.6,3.6
2017,1,1,18:00,UTC,8,998.8,90,0,0,-0.3,-1.7,33240,335,4.8,3.3
2017,1,1,19:00,UTC,8,999.6,81,0,0,-0.5,-3.4,38900,335,8.3,3.3
2017,1,1,20:00,UTC,7,1000.1,80,0,0,-1.3,-4.3,50000,326,8.1,4.5
2017,1,1,21:00,UTC,1,1000.6,78,0,0,-1.8,-5.2,50000,329,4.6,2.6
2017,1,1,22:00,UTC,0,1001.1,86,0,0,-3,-5,50000,315,4.8,3.4
2017,1,1,23:00,UTC,0,1001.4,89,0,0,-3.8,-5.4,50000,310,4.9,2.9
2017,1,2,00:00,UTC,1,1001.3,89,0,0,-4.5,-6,50000,323,7.2,4.3
2017,1,2,01:00,UTC,7,1001.6,91,0,0,-4.4,-5.7,50000,324,3.4,1.7
2017,1,2,02:00,UTC,8,1001.7,90,0,0,-4.1,-5.5,50000,310,4.5,2.5
2017,1,2,03:00,UTC,8,1001.7,88,0,0,-3.9,-5.6,50000,317,4.3,2
2017,1,2,04:00,UTC,8,1001.7,87,0,0,-3.9,-5.7,50000,1,5.7,3.6
2017,1,2,05:00,UTC,8,1001.7,88,0,0,-3.9,-5.6,50000,357,4.7,2.8
2017,1,2,06:00,UTC,8,1001.7,88,0,0,-4,-5.7,38040,297,4.5,3
2017,1,2,07:00,UTC,8,1001.5,88,0,0,-3.7,-5.4,40400,290,4.1,2.7
2017,1,2,08:00,UTC,8,1001.5,86,0,0,-3.5,-5.4,50000,315,2.6,1.7
2017,1,2,09:00,UTC,8,1001.4,85,0,0,-3.2,-5.4,50000,296,3.3,2
2017,1,2,10:00,UTC,8,1001.4,84,0,0,-3.1,-5.3,48630,329,4.5,2.5
2017,1,2,11:00,UTC,8,1001.4,85,0,0,-2.8,-4.9,15040,330,3.1,1.9
2017,1,2,12:00,UTC,8,1001.4,87,0,0,-2.9,-4.7,10610,329,2.9,1.8
2017,1,2,13:00,UTC,8,1001.4,89,0.3,0,-2.9,-4.5,3740,356,3,1.6
2017,1,2,14:00,UTC,9,1001.4,92,0.2,0,-3,-4.1,2200,352,2.7,1.6
2017,1,2,15:00,UTC,9,1001.5,94,0.5,0,-3,-3.8,1540,5,2.5,1.5
2017,1,2,16:00,UTC,8,1001.7,94,0,2,-3.6,-4.4,3570,52,4.5,2.9
2017,1,2,17:00,UTC,8,1001.7,94,0,2,-4,-4.8,3640,47,4.6,3
2017,1,2,18:00,UTC,9,1002.2,95,0.3,2,-4.2,-4.9,2370,26,5.1,3.5
2017,1,2,19:00,UTC,8,1002.4,94,0.3,3,-4.6,-5.3,3270,26,5,3.3
2017,1,2,20:00,UTC,9,1002.5,95,0.4,3,-5,-5.7,1650,22,5.2,3.3
2017,1,2,21:00,UTC,9,1002.8,95,0.7,4,-5.3,-5.9,1380,10,4.5,2.9
2017,1,2,22:00,UTC,9,1002.8,95,0.2,5,-5.5,-6.2,2650,10,5.4,2.7
2017,1,2,23:00,UTC,8,1002.8,94,0.2,5,-5.8,-6.6,3470,18,5,3.1
2017,1,3,00:00,UTC,8,1002.8,94,0,5,-6,-6.9,7360,8,5,3.5
2017,1,3,01:00,UTC,1,1002.4,93,0,5,-6.6,-7.6,15650,20,5.7,3.5
2017,1,3,02:00,UTC,8,1002.4,93,0,5,-6.5,-7.5,23680,15,4.8,3.1
2017,1,3,03:00,UTC,9,1002.2,93,0,5,-6.5,-7.4,2200,14,4.8,2.5
2017,1,3,04:00,UTC,9,1002,94,0.4,6,-6.5,-7.3,2230,11,4.4,2.1
2017,1,3,05:00,UTC,7,1002,94,0.3,7,-6.7,-7.6,4710,17,4.4,2.6
2017,1,3,06:00,UTC,8,1001.8,94,0.7,7,-6.3,-7.1,1890,10,3.7,2.4
2017,1,3,07:00,UTC,8,1001.8,93,0,7,-6.2,-7.1,6700,345,3.5,2
2017,1,3,08:00,UTC,8,1001.6,93,0,7,-6.1,-7,4330,15,4,2.6
2017,1,3,09:00,UTC,8,1001.2,93,0.2,6,-6,-6.9,1860,355,3.2,2.3
2017,1,3,10:00,UTC,8,1000.8,94,1.1,8,-5.8,-6.7,990,353,3.2,2
2017,1,3,11:00,UTC,7,1000.5,94,0.7,10,-5.8,-6.6,1550,337,3,1.8
2017,1,3,12:00,UTC,8,1000.1,94,0.5,12,-5.8,-6.6,1990,326,3.7,2.1
2017,1,3,13:00,UTC,8,999.6,94,0.3,12,-5.7,-6.6,3100,351,4.3,2.8
2017,1,3,14:00,UTC,8,999.1,94,0,12,-5.7,-6.5,4060,344,3.5,2.4
2017,1,3,15:00,UTC,7,998.8,94,0,12,-6,-6.8,8020,329,4.8,3.4
2017,1,3,16:00,UTC,1,998.1,94,0,11,-7,-7.8,13550,321,5.2,3.7
2017,1,3,17:00,UTC,1,997.7,94,0,11,-8,-8.7,20040,332,4.8,3.7
2017,1,3,18:00,UTC,5,997.2,95,0,11,-7.8,-8.5,13960,334,4,3.5
2017,1,3,19:00,UTC,5,996.7,93,0,11,-8.7,-9.5,3690,299,3.6,2.5
2017,1,3,20:00,UTC,1,996.6,94,0,10,-8,-8.8,22540,185,2.2,1.9
2017,1,3,21:00,UTC,3,996.5,94,0,10,-7.5,-8.3,14430,75,2.3,2
2017,1,3,22:00,UTC,9,996.4,97,4.5,11,-4.7,-5,160,92,12.4,8.1
2017,1,3,23:00,UTC,8,996,94,0,13,-4.3,-5.1,4150,93,11.4,8.1
2017,1,4,00:00,UTC,7,995.8,91,0,13,-4.4,-5.7,5570,87,14.2,8.6
2017,1,4,01:00,UTC,8,996.2,92,0,12,-5.8,-6.9,4370,62,13.1,7.9
2017,1,4,02:00,UTC,8,996.7,86,0,12,-6.7,-8.6,8610,53,10.4,7
2017,1,4,03:00,UTC,7,997.2,86,0,12,-7.9,-9.8,2580,33,11.7,7.7
2017,1,4,04:00,UTC,8,997.7,89,0,11,-9.3,-10.8,3300,37,10.9,7.2
2017,1,4,05:00,UTC,8,998.2,89,0,12,-10.1,-11.6,2290,36,12.4,8
2017,1,4,06:00,UTC,8,999,87,0,13,-10.8,-12.5,6470,33,13.6,8.4
2017,1,4,07:00,UTC,7,999.9,87,0,12,-11.2,-12.9,2760,31,12.5,8.3
2017,1,4,08:00,UTC,8,1001.1,87,0,12,-10.8,-12.6,3420,32,11.3,7.7
2017,1,4,09:00,UTC,8,1001.9,86,0,13,-10.9,-12.8,4170,29,10.5,7
2017,1,4,10:00,UTC,8,1002.9,84,0,12,-12.1,-14.2,6520,23,12.4,8.5
2017,1,4,11:00,UTC,8,1003.7,83,0,12,-13.2,-15.6,7620,16,11.8,7.9
2017,1,4,12:00,UTC,3,1005,80,0,12,-14.3,-17.1,19500,15,11.8,7.4
2017,1,4,13:00,UTC,0,1005.9,76,0,12,-15,-18.2,50000,15,9.2,5.9
2017,1,4,14:00,UTC,0,1007.4,74,0,12,-16,-19.5,31860,13,10.9,6.8
2017,1,4,15:00,UTC,0,1008.8,72,0,11,-17.2,-21.1,6460,8,16.3,8.4
2017,1,4,16:00,UTC,0,1010,71,0,11,-17.9,-21.9,11730,6,12.5,8
2017,1,4,17:00,UTC,0,1010.9,67,0,11,-18.3,-22.9,36160,9,11.4,7.4
2017,1,4,18:00,UTC,0,1011.9,68,0,11,-18.4,-22.9,50000,10,10.7,6.8
2017,1,4,19:00,UTC,0,1012.8,72,0,11,-18.3,-22,50000,12,11.3,6.5
2017,1,4,20:00,UTC,0,1014.1,75,0,11,-18.1,-21.5,50000,13,9.6,5.9
2017,1,4,21:00,UTC,0,1014.9,77,0,11,-18.2,-21.2,22290,4,10.4,6.1
2017,1,4,22:00,UTC,0,1015.8,78,0,11,-18.2,-21.1,50000,1,9,5.7
2017,1,4,23:00,UTC,0,1016.7,77,0,11,-18.2,-21.2,50000,3,9.8,6.3
2017,1,5,00:00,UTC,0,1017.5,77,0,12,-18.2,-21.3,50000,350,9.8,6.3
2017,1,5,01:00,UTC,0,1018.4,77,0,11,-18.3,-21.4,50000,342,8.3,5.4
2017,1,5,02:00,UTC,0,1019.2,78,0,11,-18.3,-21.1,50000,342,10,6.2
2017,1,5,03:00,UTC,0,1020.2,79,0,11,-18.1,-20.9,16680,334,9.6,5.5
2017,1,5,04:00,UTC,0,1021.1,78,0,11,-17.7,-20.6,37560,344,10.9,7.4
2017,1,5,05:00,UTC,0,1021.9,78,0,11,-17.8,-20.8,50000,338,10.4,5.8
2017,1,5,06:00,UTC,0,1022.9,78,0,10,-18.2,-21.2,50000,339,8.7,5.2
2017,1,5,07:00,UTC,0,1024,78,0,10,-18.4,-21.4,38770,350,8.7,5
2017,1,5,08:00,UTC,0,1024.9,78,0,10,-18.5,-21.4,48320,344,8.8,5.6
2017,1,5,09:00,UTC,0,1025.8,76,0,10,-17.8,-20.9,50000,344,9.7,5.8
2017,1,5,10:00,UTC,0,1026.7,75,0,10,-17,-20.4,50000,336,8,5.1
2017,1,5,11:00,UTC,0,1027.2,73,0,10,-16.6,-20.2,50000,337,8.4,5.2
2017,1,5,12:00,UTC,0,1027.9,72,0,10,-16.2,-20.1,50000,1,10,6.2
2017,1,5,13:00,UTC,0,1029,74,0,10,-16.5,-20.1,50000,350,7.8,5.6
2017,1,5,14:00,UTC,0,1030.3,75,0,10,-16.7,-20.2,50000,345,8.1,5.6
2017,1,5,15:00,UTC,0,1031.1,77,0,10,-17.1,-20.1,50000,344,8.1,4.7
2017,1,5,16:00,UTC,0,1032,79,0,10,-17.4,-20.1,50000,353,5.9,4.2
2017,1,5,17:00,UTC,0,1032.7,79,0,10,-17.6,-20.3,50000,340,7.5,4.4
2017,1,5,18:00,UTC,0,1033.6,78,0,10,-17.8,-20.7,50000,347,6.9,4.5
2017,1,5,19:00,UTC,0,1034.4,78,0,10,-18.1,-21,50000,337,6.3,4.3
2017,1,5,20:00,UTC,0,1034.8,80,0,10,-18.7,-21.3,50000,331,6.2,4.2
2017,1,5,21:00,UTC,0,1035.5,81,0,10,-19,-21.4,50000,323,6.4,3.8
2017,1,5,22:00,UTC,0,1035.8,80,0,10,-19.2,-21.8,50000,331,5.3,3.6
2017,1,5,23:00,UTC,0,1036.2,80,0,10,-19.5,-22.1,50000,323,5.7,3.8
2017,1,6,00:00,UTC,0,1036.6,79,0,10,-19.8,-22.5,50000,324,5.7,3.5
2017,1,6,01:00,UTC,1,1037.3,79,0,10,-20.1,-22.8,50000,331,5.4,3.8
2017,1,6,02:00,UTC,1,1037.3,79,0,10,-19.9,-22.6,50000,346,5,3.3
2017,1,6,03:00,UTC,0,1037.7,79,0,10,-19.8,-22.5,50000,343,6.4,4.6
2017,1,6,04:00,UTC,0,1038,79,0,10,-20,-22.6,50000,350,4,2.6
2017,1,6,05:00,UTC,0,1038,80,0,10,-20.9,-23.5,50000,348,3.2,2.1
2017,1,6,06:00,UTC,0,1038.8,81,0,10,-21.5,-23.8,50000,321,3.7,1.9
2017,1,6,07:00,UTC,0,1039.3,81,0,10,-21.5,-23.9,50000,359,2.8,1.9
2017,1,6,08:00,UTC,0,1039.3,81,0,10,-20.3,-22.7,50000,29,2.9,2.4
2017,1,6,09:00,UTC,0,1039.5,81,0,10,-19.6,-22,46430,32,2.1,1.7
2017,1,6,10:00,UTC,0,1039.5,81,0,10,-19.2,-21.6,45680,359,1.1,0.7
2017,1,6,11:00,UTC,0,1039,78,0,9,-17.1,-20,37260,41,0.8,0.5
2017,1,6,12:00,UTC,0,1038.3,74,0,9,-16.5,-20,33790,15,1.2,0.9
2017,1,6,13:00,UTC,0,1038.2,77,0,9,-16.8,-19.9,25050,33,2.3,1.6
2017,1,6,14:00,UTC,0,1037.9,82,0,9,-18.3,-20.6,18390,20,2.8,2.1
2017,1,6,15:00,UTC,1,1037.7,84,0,9,-19,-21,10410,27,3,2.4
2017,1,6,16:00,UTC,1,1037.3,85,0,9,-18.9,-20.8,5700,57,3,2
2017,1,6,17:00,UTC,0,1036.7,85,0,9,-18.8,-20.7,16610,95,2.8,2.3
2017,1,6,18:00,UTC,1,1035.9,85,0,9,-18.6,-20.6,13860,152,3.7,2.7
2017,1,6,19:00,UTC,8,1034.6,93,0,10,-10.2,-11.1,3010,173,9.9,6
2017,1,6,20:00,UTC,7,1034.2,83,0,9,-7.6,-10,12290,173,10.3,6.8
2017,1,6,21:00,UTC,7,1033.5,85,0,9,-7.9,-10,21700,170,9.2,4.7
2017,1,6,22:00,UTC,8,1032.8,86,0,10,-7.9,-9.9,11100,172,11.5,6.9
2017,1,6,23:00,UTC,7,1031.5,86,0,10,-7.7,-9.6,13100,175,9.7,5.5
2017,1,7,00:00,UTC,7,1030.1,84,0,10,-7.1,-9.4,8660,169,11.1,7.1
2017,1,7,01:00,UTC,7,1028.6,88,0,10,-6.4,-8,29630,195,12.3,7.1
2017,1,7,02:00,UTC,7,1027.2,91,0,9,-5.6,-6.9,2800,190,13.7,9.2
2017,1,7,03:00,UTC,8,1026,90,0,9,-5.4,-6.8,15070,191,15,8.3
2017,1,7,04:00,UTC,7,1024.7,87,0,9,-5.5,-7.2,9830,190,15.3,9.7
2017,1,7,05:00,UTC,7,1023.6,89,0,9,-5.7,-7.2,13800,175,16.2,10
2017,1,7,06:00,UTC,7,1022.8,94,0.9,10,-5.7,-6.5,410,177,18,9.6
2017,1,7,07:00,UTC,7,1022.5,95,0.7,11,-5.6,-6.3,630,176,16.4,8.5
2017,1,7,08:00,UTC,8,1022,95,0.5,12,-5.2,-5.9,1500,182,14.5,7.8
2017,1,7,09:00,UTC,7,1021.3,95,0.8,12,-4.7,-5.4,1170,182,13.4,8.4
2017,1,7,10:00,UTC,8,1020.5,95,0.2,12,-4.3,-5,2260,183,14.3,7.7
2017,1,7,11:00,UTC,8,1019.4,95,0.2,12,-3.5,-4.1,2280,189,14.9,7.8
2017,1,7,12:00,UTC,8,1018.7,96,0.2,13,-3,-3.6,2900,193,15.2,10.3
2017,1,7,13:00,UTC,7,1018.6,96,0.5,13,-3,-3.6,6340,192,14.5,9.5
2017,1,7,14:00,UTC,8,1018.8,97,0.4,13,-2.5,-2.9,1290,202,14.1,8.9
2017,1,7,15:00,UTC,8,1018.8,98,0.4,13,-1.8,-2.1,2270,201,11.3,7.2
2017,1,7,16:00,UTC,7,1019.2,98,0,13,-1.1,-1.4,30960,213,6.5,4.9
2017,1,7,17:00,UTC,8,1019.3,98,0,13,-0.9,-1.2,46220,226,5.8,4.3
2017,1,7,18:00,UTC,8,1019.6,96,0,13,-0.9,-1.4,43420,230,5.7,3.6
2017,1,7,19:00,UTC,8,1020,97,0,13,-1.1,-1.5,50000,214,4.6,3.4
2017,1,7,20:00,UTC,7,1020.5,97,0,13,-1.4,-1.8,44130,247,5.7,4.4
2017,1,7,21:00,UTC,7,1020.8,97,0,13,-1.7,-2.1,45220,234,5.5,3.8
2017,1,7,22:00,UTC,1,1021.2,97,0,13,-2.7,-3,32630,246,6.4,4.7
2017,1,7,23:00,UTC,7,1021.9,98,0,13,-2.3,-2.5,16420,241,5.7,4.2
2017,1,8,00:00,UTC,8,1021.9,99,0,13,-2.2,-2.4,4390,243,6.8,3.9
2017,1,8,01:00,UTC,8,1022,99,0,13,-2.1,-2.2,3350,244,6,3.5
2017,1,8,02:00,UTC,8,1022.2,99,0,12,-2,-2.2,3450,251,5.7,3.5
2017,1,8,03:00,UTC,8,1022.4,99,0,12,-1.9,-2,2970,257,5.3,3.3
2017,1,8,04:00,UTC,8,1022.1,99,0,12,-1.7,-1.8,3350,260,7.1,4.2
2017,1,8,05:00,UTC,7,1022.3,99,0,12,-1.5,-1.6,8590,228,5.7,3.4
2017,1,8,06:00,UTC,8,1022.6,99,0,12,-1.3,-1.4,2990,224,4.8,3.1
2017,1,8,07:00,UTC,8,1022.6,99,0,12,-1,-1.1,8450,243,6.1,4.1
2017,1,8,08:00,UTC,8,1022.9,99,0,12,-0.8,-0.9,12990,248,5.9,3.9
2017,1,8,09:00,UTC,8,1022.8,99,0,12,-0.6,-0.7,13700,214,4.8,3.4
2017,1,8,10:00,UTC,8,1022.6,98,0,12,-0.8,-1.1,28520,239,7,5
2017,1,8,11:00,UTC,8,1022.2,97,0,12,-1.3,-1.6,47660,239,8.1,5.4
2017,1,8,12:00,UTC,8,1022,98,0,12,-0.8,-1.1,18760,231,5.8,3.6
2017,1,8,13:00,UTC,7,1021.4,96,0,12,0.2,-0.3,34060,233,6.3,3.5
2017,1,8,14:00,UTC,7,1020.7,95,0,12,0.1,-0.6,38800,223,6.2,3.9
2017,1,8,15:00,UTC,7,1020.2,93,0,12,0.1,-0.9,46520,221,7.2,4.9
2017,1,8,16:00,UTC,7,1019.6,90,0,12,0.1,-1.3,50000,219,7.9,5
2017,1,8,17:00,UTC,7,1018.4,90,0,12,0.8,-0.7,50000,213,8.8,6.2
2017,1,8,18:00,UTC,8,1018.2,88,0,12,1.2,-0.7,50000,223,12.2,7.4
2017,1,8,19:00,UTC,8,1017.7,85,0,12,1.2,-1.1,50000,222,11.6,7
2017,1,8,20:00,UTC,7,1017.7,85,0,12,1.2,-1,50000,223,11,6.7
2017,1,8,21:00,UTC,8,1017.3,85,0,12,1.5,-0.8,50000,217,11.5,7.6
2017,1,8,22:00,UTC,8,1017,91,0,12,1.2,-0.1,13950,217,9.8,6.8
2017,1,8,23:00,UTC,8,1016.4,90,0,12,1.1,-0.3,46360,230,12.5,7.9
2017,1,9,00:00,UTC,8,1016.1,94,0,12,0.7,-0.1,8220,238,9.9,6.8
2017,1,9,01:00,UTC,8,1015.9,91,0,12,0.4,-0.9,49500,245,10.7,7.1
2017,1,9,02:00,UTC,8,1016.3,92,0,12,0.1,-1,46570,248,7.4,4.6
2017,1,9,03:00,UTC,8,1016.1,92,0,12,-0.4,-1.5,45380,246,7,4.6
2017,1,9,04:00,UTC,8,1016,93,0,12,-0.7,-1.7,50000,247,8.1,5.5
2017,1,9,05:00,UTC,8,1016.1,93,0,12,-0.7,-1.6,45040,254,5.9,3.5
