Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2016,1,1,01:00,UTC,8,1037.8,79,0,0,-3.9,-7,50000,109,9.1,6.1
2016,1,1,02:00,UTC,7,1037.4,80,0,0,-3.6,-6.6,44530,125,8.9,5.8
2016,1,1,03:00,UTC,8,1037.5,80,0,0,-3.3,-6.3,19090,120,8.4,6
2016,1,1,04:00,UTC,8,1037.8,78,0,0,-3.8,-7,35890,103,8,4.8
2016,1,1,05:00,UTC,8,1038,80,0,0,-4.2,-7.2,50000,103,11.4,6.1
2016,1,1,06:00,UTC,8,1038.2,83,0,0,-4.3,-6.7,41500,95,10.7,6
2016,1,1,07:00,UTC,8,1038.5,85,0,0,-4.3,-6.4,32450,105,9.2,6.6
2016,1,1,08:00,UTC,8,1038.9,81,0,0,-4.6,-7.4,23960,102,8.9,5.8
2016,1,1,09:00,UTC,8,1039.1,80,0,0,-5,-7.8,24160,116,10.5,6.6
2016,1,1,10:00,UTC,7,1038.9,75,0,0,-4.6,-8.4,33130,106,10.7,7
2016,1,1,11:00,UTC,7,1039,75,0,0,-4.8,-8.6,9240,100,11.6,7.6
2016,1,1,12:00,UTC,7,1039.4,71,0,0,-5.1,-9.5,50000,92,10.1,6.5
2016,1,1,13:00,UTC,7,1039.5,72,0,0,-4.9,-9.2,50000,104,9.4,6.5
2016,1,1,14:00,UTC,7,1040,70,0,0,-4.8,-9.3,32070,92,10.1,6.2
2016,1,1,15:00,UTC,7,1040.2,69,0,0,-4.5,-9.3,50000,79,8.5,5.8
2016,1,1,16:00,UTC,7,1040.1,68,0,0,-4.5,-9.4,50000,84,12,8
2016,1,1,17:00,UTC,7,1040.7,75,0,0,-5.2,-9,47860,89,11.7,8.2
2016,1,1,18:00,UTC,7,1041.3,77,0,0,-5.8,-9.3,50000,102,11,7.9
2016,1,1,19:00,UTC,7,1042,79,0,0,-6.4,-9.5,49930,107,9.1,5.8
2016,1,1,20:00,UTC,5,1042.7,79,0,0,-7,-10.1,50000,102,8.7,5.6
2016,1,1,21:00,UTC,7,1043.2,78,0,0,-6.9,-10.1,50000,103,8.8,6.2
2016,1,1,22:00,UTC,5,1043.4,78,0,0,-6.9,-10.2,50000,110,8,5.1
2016,1,1,23:00,UTC,7,1043.8,78,0,0,-7.3,-10.5,48260,118,8.3,5.3
2016,1,2,00:00,UTC,7,1044.3,77,0,0,-7.2,-10.5,30620,112,8,6
2016,1,2,01:00,UTC,8,1044.7,76,0,0,-6.8,-10.2,16880,112,6.9,4.8
2016,1,2,02:00,UTC,7,1045,79,0,0,-6.8,-9.9,18780,117,7.4,4.2
2016,1,2,03:00,UTC,7,1045.3,71,0,0,-6.7,-11,32430,102,6.9,4.3
2016,1,2,04:00,UTC,8,1045.3,75,0,0,-6.4,-10.2,7480,106,6.8,4.2
2016,1,2,05:00,UTC,7,1045.4,71,0,0,-6.1,-10.6,19160,88,8.5,6
2016,1,2,06:00,UTC,7,1045.4,68,0,0,-5.9,-10.8,45780,81,9.9,5.5
2016,1,2,07:00,UTC,7,1045.8,73,0,0,-6.1,-10.1,13810,83,9.6,6.4
2016,1,2,08:00,UTC,7,1046.1,77,0,0,-6.4,-9.7,7080,92,10.4,6.5
2016,1,2,09:00,UTC,7,1046.4,81,0,0,-7,-9.6,4880,101,9.4,5.8
2016,1,2,10:00,UTC,7,1046.5,86,0,0,-7.3,-9.3,3180,118,9.7,7.1
2016,1,2,11:00,UTC,7,1046.6,82,0,0,-7.8,-10.3,10880,107,7.7,4.9
2016,1,2,12:00,UTC,7,1046.3,81,0,0,-7.8,-10.5,27480,110,5.7,4
2016,1,2,13:00,UTC,7,1046.1,83,0,0,-7.6,-10.1,17770,115,4.6,3.4
2016,1,2,14:00,UTC,7,1045.9,77,0,0,-7.4,-10.6,33370,114,4.6,3.2
2016,1,2,15:00,UTC,7,1045.6,76,0,0,-7,-10.4,27200,104,4.8,3
2016,1,2,16:00,UTC,7,1045.1,77,0,0,-6.8,-10.2,30220,113,2.4,1.6
2016,1,2,17:00,UTC,7,1044.7,87,0,0,-7.7,-9.5,8550,6,5.2,3.4
2016,1,2,18:00,UTC,7,1043.9,87,0,0,-8,-9.8,9260,3,5,3.3
2016,1,2,19:00,UTC,7,1043.3,86,0,0,-8.8,-10.7,13660,349,4.6,3.1
2016,1,2,20:00,UTC,7,1042.3,86,0,0,-9.4,-11.3,31620,354,4.4,3.3
2016,1,2,21:00,UTC,3,1041.5,84,0,0,-10.3,-12.4,34180,337,4,2.3
2016,1,2,22:00,UTC,7,1040.4,82,0,0,-10.9,-13.3,40040,336,3.9,2.5
2016,1,2,23:00,UTC,7,1039.3,82,0,0,-10.7,-13.2,49860,322,4,2.4
