Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2015,1,1,00:00,UTC,7,992.9,90,0,41,-1.4,-2.9,50000,175,3.3,2
2015,1,1,01:00,UTC,8,992.8,91,0,40,-1.8,-3.1,50000,209,2,1.2
2015,1,1,02:00,UTC,7,992.4,92,0,40,-2.4,-3.4,50000,145,2.6,1.4
2015,1,1,03:00,UTC,7,991.8,93,0,40,-2.3,-3.2,50000,156,2.8,2
2015,1,1,04:00,UTC,8,990.9,93,0,39,-2.2,-3.1,3460,172,3,1.4
2015,1,1,05:00,UTC,8,989.9,95,0.8,40,-2,-2.7,3420,161,3.4,1.6
2015,1,1,06:00,UTC,8,989.3,95,0.5,40,-1.6,-2.3,3400,185,4.2,2
2015,1,1,07:00,UTC,8,988.6,96,0.7,41,-1.1,-1.7,2650,175,2.6,1.5
2015,1,1,08:00,UTC,8,987.9,96,0.9,40,0,-0.5,4130,181,6.4,4.3
2015,1,1,09:00,UTC,8,987.5,97,0.8,42,0.3,-0.2,7480,162,5,3.7
2015,1,1,10:00,UTC,8,987,97,0,41,0.4,-0.1,12150,166,5.7,3.7
2015,1,1,11:00,UTC,8,986.7,97,0,41,0.9,0.4,26140,184,4.5,2.4
2015,1,1,12:00,UTC,7,987.1,97,0,41,1.5,1.1,50000,308,7.9,4.7
2015,1,1,13:00,UTC,7,987.1,96,0,41,1.4,0.9,49330,294,3.9,1.4
2015,1,1,14:00,UTC,5,987.5,96,0,41,0.6,0,3240,142,2.6,1.7
2015,1,1,15:00,UTC,3,987.3,96,0,41,0.4,-0.1,50000,278,4.1,2.6
2015,1,1,16:00,UTC,0,987.6,96,0,41,-0.2,-0.7,50000,170,7.9,5.3
2015,1,1,17:00,UTC,7,988,95,0,41,0.3,-0.4,50000,27,3.1,1.6
2015,1,1,18:00,UTC,7,987.9,92,0,41,0.8,-0.3,50000,227,4.5,2.1
2015,1,1,19:00,UTC,7,987.4,92,0,40,0,-1.2,28140,89,3.3,2.1
2015,1,1,20:00,UTC,7,986.7,93,0,40,-1.5,-2.4,17730,175,4.2,1.9
2015,1,1,21:00,UTC,7,986.1,91,0,40,-3.7,-4.9,18550,158,4.2,3
2015,1,1,22:00,UTC,0,985.8,93,0,40,-4.6,-5.5,18380,307,3,2
2015,1,1,23:00,UTC,3,985.1,92,0,40,-5.9,-7,29840,57,2.3,1.1
2015,1,2,00:00,UTC,7,984.6,90,0,40,-7.4,-8.8,36590,319,1.6,1.1
2015,1,2,01:00,UTC,7,983.2,90,0,40,-8.4,-9.7,40840,131,3.3,1.3
2015,1,2,02:00,UTC,7,982.2,92,0,40,-8.3,-9.4,50000,54,2.9,1.3
