Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,1,00:00,UTC,8,992.8,96,0.5,44,-8.5,-9.1,13980,342,4.1,2
2017,1,1,01:00,UTC,8,993.8,95,0,44,-8,-8.7,28390,324,3,2
2017,1,1,02:00,UTC,7,995.1,97,0,44,-7,-7.4,25160,31,4.6,3.3
2017,1,1,03:00,UTC,7,996,98,0,44,-4.3,-4.6,10890,25,3.6,2.4
2017,1,1,04:00,UTC,7,996.6,97,0,43,-4.2,-4.6,22160,21,3.6,2.9
2017,1,1,05:00,UTC,7,997.4,98,0,44,-4.1,-4.4,15110,12,4.8,3.5
2017,1,1,06:00,UTC,8,998.2,97,0,43,-3.3,-3.6,1670,9,4.7,3.2
2017,1,1,07:00,UTC,9,999.3,97,0,44,-3.3,-3.7,2270,356,3.1,2.2
2017,1,1,08:00,UTC,8,1000.1,97,0,45,-3.3,-3.7,2590,3,4.2,2.5
2017,1,1,09:00,UTC,8,1000.8,97,0,44,-3.6,-4,8970,5,3,2.3
2017,1,1,10:00,UTC,8,1001.5,97,0,44,-3.8,-4.2,12440,10,3.4,2.5
2017,1,1,11:00,UTC,8,1001.8,97,0,45,-3.8,-4.2,16040,7,3.5,2.4
2017,1,1,12:00,UTC,8,1002.3,96,0,45,-4.4,-5,10910,11,2.3,1.1
2017,1,1,13:00,UTC,8,1002.6,96,0,45,-4.5,-5,38870,347,3.3,1.6
2017,1,1,14:00,UTC,8,1002.9,96,0,45,-4.5,-5,32140,3,2.5,1.4
2017,1,1,15:00,UTC,9,1003.4,98,0.5,45,-4.1,-4.4,1580,339,2.7,2
2017,1,1,16:00,UTC,8,1004,97,0.2,46,-3.9,-4.4,4470,9,3.5,1.9
2017,1,1,17:00,UTC,8,1004.2,95,0,46,-4.3,-4.9,18990,11,5.6,4
2017,1,1,18:00,UTC,8,1004.4,95,0,46,-4.8,-5.5,37590,352,2.7,1.9
2017,1,1,19:00,UTC,7,1004.6,95,0,46,-5.7,-6.4,41670,356,4.3,3.2
2017,1,1,20:00,UTC,1,1004.8,91,0,46,-7.1,-8.3,43080,360,2.5,1.2
2017,1,1,21:00,UTC,1,1005.2,89,0,45,-9.5,-11,38010,325,2.3,1.8
2017,1,1,22:00,UTC,3,1005.7,89,0,46,-11.6,-13,45970,310,2.7,2.2
2017,1,1,23:00,UTC,7,1006,91,0,46,-12.5,-13.6,50000,156,1.8,1.1
2017,1,2,00:00,UTC,3,1006.2,88,0,46,-13.6,-15.2,50000,319,1.8,1.4
2017,1,2,01:00,UTC,7,1006.3,87,0,46,-14.7,-16.3,24570,32,1.1,0.7
2017,1,2,02:00,UTC,7,1006,87,0,46,-14.9,-16.5,50000,156,1.5,0.9
2017,1,2,03:00,UTC,0,1006.2,87,0,46,-15.6,-17.3,50000,299,2.4,1.6
2017,1,2,04:00,UTC,1,1006.6,86,0,46,-17.3,-19.1,50000,173,1.9,1.2
2017,1,2,05:00,UTC,7,1006.4,85,0,46,-18.1,-20,50000,137,1.1,0.5
2017,1,2,06:00,UTC,7,1006.5,82,0,46,-19.3,-21.5,50000,313,2.5,1.4
2017,1,2,07:00,UTC,7,1006.7,85,0,45,-19.4,-21.3,50000,214,1.9,0.9
2017,1,2,08:00,UTC,5,1007.3,81,0,45,-20.6,-23,50000,175,1.5,0.8
